Item Identifier,Item Type,Item Fat Content,Item Weight,Item Visibility,Outlet Identifier,Outlet Establishment Year,Outlet Size,Outlet Location Type,Outlet Type,Sales,Rating
FDW19,Fruits and Vegetables,Regular,12.35,0.038657,OUT018,2022,Medium,Tier 3,Supermarket Type2,110.26,4.3
FDY20,Fruits and Vegetables,Regular,12.5,0.082086,OUT018,2022,Medium,Tier 3,Supermarket Type2,92.25,4.3
FDV19,Fruits and Vegetables,Regular,14.85,0.035401,OUT018,2022,Medium,Tier 3,Supermarket Type2,161.96,4.3
FDF45,Fruits and Vegetables,Regular,18.2,0.012254,OUT018,2022,Medium,Tier 3,Supermarket Type2,59.99,4.3
FDQ27,Meat,Regular,5.19,0.044433,OUT018,2022,Medium,Tier 3,Supermarket Type2,102.9,4.3
FDY39,Meat,Regular,5.3,0.04722,OUT018,2022,Medium,Tier 3,Supermarket Type2,181.96,4.3
FDM27,Meat,Regular,12.35,0.159115,OUT018,2022,Medium,Tier 3,Supermarket Type2,158.19,4.3
FDU51,Meat,Regular,20.2,0.096907,OUT018,2022,Medium,Tier 3,Supermarket Type2,175.5,4.3
FDS45,Snack Foods,Regular,5.18,0.029616,OUT018,2022,Medium,Tier 3,Supermarket Type2,107.76,4.3
FDK10,Snack Foods,Regular,5.78,0.040523,OUT018,2022,Medium,Tier 3,Supermarket Type2,177.87,4.3
FDO46,Snack Foods,Regular,9.6,0.01427,OUT018,2022,Medium,Tier 3,Supermarket Type2,187.39,4.3
FDL57,Snack Foods,Regular,15.1,0.06735,OUT018,2022,Medium,Tier 3,Supermarket Type2,257.33,4.3
FDS46,Snack Foods,Regular,17.6,0.04745,OUT018,2022,Medium,Tier 3,Supermarket Type2,118.18,4.3
DRC13,Soft Drinks,Regular,8.26,0.032574,OUT018,2022,Medium,Tier 3,Supermarket Type2,125.07,4.3
FDE23,Starchy Foods,Regular,17.6,0.053398,OUT018,2022,Medium,Tier 3,Supermarket Type2,46.71,4.3
DRJ01,Soft Drinks,Low Fat,6.14,0.115501,OUT018,2022,Medium,Tier 3,Supermarket Type2,161.12,4.3
FDA04,Frozen Foods,Regular,11.3,0.067002,OUT018,2022,Medium,Tier 3,Supermarket Type2,259.2,4.3
FDS31,Fruits and Vegetables,Regular,13.1,0.044372,OUT018,2022,Medium,Tier 3,Supermarket Type2,180.33,4.3
FDX60,Baking Goods,Low Fat,11.65,0.080204,OUT027,2018,Medium,Tier 3,Supermarket Type3,78.0,4.3
FDM20,Fruits and Vegetables,Low Fat,13.1,0.0,OUT027,2018,Medium,Tier 3,Supermarket Type3,245.01,4.3
FDW08,Fruits and Vegetables,Low Fat,13.1,0.147663,OUT027,2018,Medium,Tier 3,Supermarket Type3,106.03,4.3
NCR50,Household,Low Fat,13.15,0.011763,OUT027,2018,Medium,Tier 3,Supermarket Type3,153.53,4.3
FDE24,Baking Goods,Low Fat,11.65,0.09301,OUT027,2018,Medium,Tier 3,Supermarket Type3,143.08,4.3
FDJ48,Baking Goods,Low Fat,11.65,0.056162,OUT027,2018,Medium,Tier 3,Supermarket Type3,246.91,4.3
FDO60,Baking Goods,Low Fat,11.65,0.034203,OUT027,2018,Medium,Tier 3,Supermarket Type3,43.31,4.3
FDR48,Baking Goods,Low Fat,11.65,0.130867,OUT027,2018,Medium,Tier 3,Supermarket Type3,150.8,4.3
FDA13,Canned,Low Fat,12.15,0.078175,OUT027,2018,Medium,Tier 3,Supermarket Type3,39.95,4.3
FDF50,Canned,Low Fat,12.15,0.116762,OUT027,2018,Medium,Tier 3,Supermarket Type3,198.98,4.3
FDN02,Canned,Low Fat,12.15,0.07347,OUT027,2018,Medium,Tier 3,Supermarket Type3,205.36,4.3
DRE15,Dairy,Low Fat,13.35,0.017699,OUT027,2018,Medium,Tier 3,Supermarket Type3,74.2,4.3
DRF27,Dairy,Low Fat,13.35,0.02828,OUT027,2018,Medium,Tier 3,Supermarket Type3,152.23,4.3
FDC17,Frozen Foods,Low Fat,12.85,0.015386,OUT027,2018,Medium,Tier 3,Supermarket Type3,208.99,4.3
FDH41,Frozen Foods,Low Fat,12.85,0.081614,OUT027,2018,Medium,Tier 3,Supermarket Type3,214.75,4.3
FDX28,Frozen Foods,Low Fat,12.85,0.0,OUT027,2018,Medium,Tier 3,Supermarket Type3,100.7,4.3
FDB08,Fruits and Vegetables,Low Fat,13.1,0.030953,OUT027,2018,Medium,Tier 3,Supermarket Type3,160.16,4.3
FDC32,Fruits and Vegetables,Low Fat,13.1,0.098629,OUT027,2018,Medium,Tier 3,Supermarket Type3,90.65,4.3
FDC44,Fruits and Vegetables,Low Fat,13.1,0.171761,OUT027,2018,Medium,Tier 3,Supermarket Type3,115.75,4.3
FDD08,Fruits and Vegetables,Low Fat,13.1,0.035183,OUT027,2018,Medium,Tier 3,Supermarket Type3,37.85,4.3
FDD20,Fruits and Vegetables,Low Fat,13.1,0.020614,OUT027,2018,Medium,Tier 3,Supermarket Type3,126.4,4.3
FDE08,Fruits and Vegetables,Low Fat,13.1,0.049081,OUT027,2018,Medium,Tier 3,Supermarket Type3,147.77,4.3
FDE57,Fruits and Vegetables,Low Fat,13.1,0.036109,OUT027,2018,Medium,Tier 3,Supermarket Type3,140.62,4.3
FDL20,Fruits and Vegetables,Low Fat,13.1,0.127793,OUT027,2018,Medium,Tier 3,Supermarket Type3,111.19,4.3
FDN20,Fruits and Vegetables,Low Fat,13.1,0.026055,OUT027,2018,Medium,Tier 3,Supermarket Type3,169.55,4.3
DRK59,Hard Drinks,Low Fat,10.1,0.075084,OUT027,2018,Medium,Tier 3,Supermarket Type3,233.96,4.3
NCQ17,Health and Hygiene,Low Fat,12.15,0.116366,OUT027,2018,Medium,Tier 3,Supermarket Type3,158.36,4.3
NCQ41,Health and Hygiene,Low Fat,12.15,0.019386,OUT027,2018,Medium,Tier 3,Supermarket Type3,194.58,4.3
NCC18,Household,Low Fat,13.15,0.176412,OUT027,2018,Medium,Tier 3,Supermarket Type3,173.24,4.3
NCH55,Household,Low Fat,13.15,0.034504,OUT027,2018,Medium,Tier 3,Supermarket Type3,125.2,4.3
NCL54,Household,Low Fat,13.15,0.082353,OUT027,2018,Medium,Tier 3,Supermarket Type3,176.91,4.3
NCO14,Household,Low Fat,13.15,0.0295,OUT027,2018,Medium,Tier 3,Supermarket Type3,46.21,4.3
NCX54,Household,Low Fat,13.15,0.047827,OUT027,2018,Medium,Tier 3,Supermarket Type3,105.36,4.3
FDI19,Meat,Low Fat,12.35,0.052086,OUT027,2018,Medium,Tier 3,Supermarket Type3,242.85,4.3
FDL43,Meat,Low Fat,12.35,0.026933,OUT027,2018,Medium,Tier 3,Supermarket Type3,78.47,4.3
FDN15,Meat,Low Fat,12.35,0.016653,OUT027,2018,Medium,Tier 3,Supermarket Type3,139.52,4.3
FDP15,Meat,Low Fat,12.35,0.083536,OUT027,2018,Medium,Tier 3,Supermarket Type3,255.43,4.3
FDQ39,Meat,Low Fat,12.35,0.08065,OUT027,2018,Medium,Tier 3,Supermarket Type3,189.98,4.3
FDT03,Meat,Low Fat,12.35,0.00995,OUT027,2018,Medium,Tier 3,Supermarket Type3,185.56,4.3
FDV51,Meat,Low Fat,12.35,0.032381,OUT027,2018,Medium,Tier 3,Supermarket Type3,166.18,4.3
FDY51,Meat,Low Fat,12.35,0.080742,OUT027,2018,Medium,Tier 3,Supermarket Type3,220.88,4.3
NCM43,Others,Low Fat,14.5,0.019381,OUT027,2018,Medium,Tier 3,Supermarket Type3,164.32,4.3
FDP33,Snack Foods,Low Fat,13.15,0.08884,OUT027,2018,Medium,Tier 3,Supermarket Type3,254.27,4.3
FDV21,Snack Foods,Low Fat,13.15,0.170254,OUT027,2018,Medium,Tier 3,Supermarket Type3,124.87,4.3
DRD25,Soft Drinks,Low Fat,11.8,0.07859,OUT027,2018,Medium,Tier 3,Supermarket Type3,113.29,4.3
DRE25,Soft Drinks,Low Fat,11.8,0.072928,OUT027,2018,Medium,Tier 3,Supermarket Type3,94.41,4.3
DRF36,Soft Drinks,Low Fat,11.8,0.023463,OUT027,2018,Medium,Tier 3,Supermarket Type3,190.68,4.3
DRG13,Soft Drinks,Low Fat,11.8,0.037006,OUT027,2018,Medium,Tier 3,Supermarket Type3,164.75,4.3
DRK13,Soft Drinks,Low Fat,11.8,0.11461,OUT027,2018,Medium,Tier 3,Supermarket Type3,197.01,4.3
FDN23,Breads,Regular,10.6,0.075142,OUT027,2018,Medium,Tier 3,Supermarket Type3,145.84,4.3
FDS59,Breads,Regular,10.6,0.043681,OUT027,2018,Medium,Tier 3,Supermarket Type3,110.16,4.3
FDZ35,Breads,Regular,10.6,0.022171,OUT027,2018,Medium,Tier 3,Supermarket Type3,105.2,4.3
FDD38,Canned,Regular,12.15,0.0,OUT027,2018,Medium,Tier 3,Supermarket Type3,100.37,4.3
FDU01,Canned,Regular,12.15,0.011937,OUT027,2018,Medium,Tier 3,Supermarket Type3,184.79,4.3
FDC29,Frozen Foods,Regular,12.85,0.024088,OUT027,2018,Medium,Tier 3,Supermarket Type3,112.72,4.3
FDD41,Frozen Foods,Regular,12.85,0.086838,OUT027,2018,Medium,Tier 3,Supermarket Type3,106.23,4.3
FDA08,Fruits and Vegetables,Regular,13.1,0.049843,OUT027,2018,Medium,Tier 3,Supermarket Type3,164.25,4.3
FDQ07,Fruits and Vegetables,Regular,13.1,0.086984,OUT027,2018,Medium,Tier 3,Supermarket Type3,219.85,4.3
FDQ31,Fruits and Vegetables,Regular,13.1,0.053586,OUT027,2018,Medium,Tier 3,Supermarket Type3,89.79,4.3
FDL03,Meat,Regular,12.35,0.026949,OUT027,2018,Medium,Tier 3,Supermarket Type3,197.71,4.3
FDO27,Meat,Regular,12.35,0.17821,OUT027,2018,Medium,Tier 3,Supermarket Type3,95.78,4.3
FDJ33,Snack Foods,Regular,13.15,0.087894,OUT027,2018,Medium,Tier 3,Supermarket Type3,121.17,4.3
FDW09,Snack Foods,Regular,13.15,0.025795,OUT027,2018,Medium,Tier 3,Supermarket Type3,80.23,4.3
FDZ21,Snack Foods,Regular,13.15,0.039032,OUT027,2018,Medium,Tier 3,Supermarket Type3,95.64,4.3
DRZ11,Soft Drinks,Regular,11.8,0.112119,OUT027,2018,Medium,Tier 3,Supermarket Type3,123.04,4.3
FDF32,Fruits and Vegetables,Low Fat,16.35,0.068024,OUT013,2014,High,Tier 3,Supermarket Type1,196.44,4.2
FDN22,Snack Foods,Regular,18.85,0.13819,OUT013,2014,High,Tier 3,Supermarket Type1,250.87,4.2
NCS17,Health and Hygiene,Low Fat,18.6,0.080829,OUT018,2022,Medium,Tier 3,Supermarket Type2,96.44,4.2
FDK43,Meat,Low Fat,9.8,0.026818,OUT013,2014,High,Tier 3,Supermarket Type1,126.0,4.2
FDM40,Frozen Foods,Low Fat,10.2,0.159804,OUT013,2014,High,Tier 3,Supermarket Type1,141.52,4.2
FDN33,Snack Foods,Regular,6.3,0.123116,OUT046,2016,Small,Tier 1,Supermarket Type1,95.64,4.2
FDW39,Meat,Regular,12.35,0.064625,OUT019,2018,Small,Tier 1,Grocery Store,176.94,4.2
DRJ13,Soft Drinks,Low Fat,12.65,0.063018,OUT045,2015,Small,Tier 2,Supermarket Type1,159.06,4.2
DRI49,Soft Drinks,Low Fat,14.15,0.183507,OUT046,2016,Small,Tier 1,Supermarket Type1,82.43,4.2
FDS52,Frozen Foods,Low Fat,8.89,0.009163,OUT010,2011,Small,Tier 3,Grocery Store,101.7,4.2
NCX54,Household,Low Fat,9.2,0.048332,OUT017,2020,Small,Tier 2,Supermarket Type1,105.16,4.2
FDI16,Frozen Foods,Regular,14.0,0.0,OUT035,2017,Small,Tier 2,Supermarket Type1,53.06,4.2
FDM22,Snack Foods,Regular,14.0,0.041923,OUT013,2014,High,Tier 3,Supermarket Type1,54.76,4.2
NCO17,Health and Hygiene,Low Fat,12.15,0.128478,OUT019,2018,Small,Tier 1,Grocery Store,117.94,4.2
FDK58,Snack Foods,Regular,11.35,0.045166,OUT018,2022,Medium,Tier 3,Supermarket Type2,100.0,4.2
FDA08,Fruits and Vegetables,Regular,11.85,0.050187,OUT045,2015,Small,Tier 2,Supermarket Type1,164.15,4.2
DRC27,Dairy,Low Fat,13.8,0.058091,OUT035,2017,Small,Tier 2,Supermarket Type1,245.18,4.2
FDL58,Snack Foods,Regular,5.78,0.0,OUT017,2020,Small,Tier 2,Supermarket Type1,263.76,4.2
DRJ51,Dairy,Low Fat,14.1,0.087977,OUT035,2017,Small,Tier 2,Supermarket Type1,229.07,4.2
FDY03,Meat,Regular,17.6,0.076276,OUT045,2015,Small,Tier 2,Supermarket Type1,110.92,4.2
FDG29,Frozen Foods,Low Fat,17.6,0.056245,OUT013,2014,High,Tier 3,Supermarket Type1,43.35,4.2
DRP47,Hard Drinks,Low Fat,15.75,0.141399,OUT017,2020,Small,Tier 2,Supermarket Type1,250.54,4.2
FDB53,Frozen Foods,Low Fat,13.35,0.139735,OUT045,2015,Small,Tier 2,Supermarket Type1,147.54,4.2
FDM01,Breakfast,Regular,7.9,0.095102,OUT017,2020,Small,Tier 2,Supermarket Type1,104.43,4.2
FDJ22,Snack Foods,Low Fat,13.15,0.092464,OUT019,2018,Small,Tier 1,Grocery Store,190.95,4.2
FDR59,Breads,Regular,14.5,0.063993,OUT045,2015,Small,Tier 2,Supermarket Type1,260.46,4.2
FDH27,Dairy,Low Fat,7.08,0.058347,OUT046,2016,Small,Tier 1,Supermarket Type1,142.21,4.2
NCW53,Health and Hygiene,Low Fat,12.15,0.053393,OUT019,2018,Small,Tier 1,Grocery Store,193.82,4.2
FDW24,Baking Goods,Low Fat,11.65,0.065652,OUT019,2018,Small,Tier 1,Grocery Store,48.9,4.2
FDF11,Starchy Foods,Regular,10.2,0.017628,OUT035,2017,Small,Tier 2,Supermarket Type1,239.65,4.2
FDZ27,Dairy,Low Fat,7.94,0.017191,OUT045,2015,Small,Tier 2,Supermarket Type1,51.54,4.2
FDL51,Dairy,Regular,20.7,0.047565,OUT049,2012,Medium,Tier 1,Supermarket Type1,213.49,4.2
FDX08,Fruits and Vegetables,Low Fat,12.85,0.022604,OUT046,2016,Small,Tier 1,Supermarket Type1,181.43,4.2
DRH15,Dairy,Low Fat,8.78,0.0,OUT013,2014,High,Tier 3,Supermarket Type1,45.94,4.2
FDS26,Dairy,Low Fat,13.35,0.089036,OUT027,2018,Medium,Tier 3,Supermarket Type3,260.56,4.2
FDT09,Snack Foods,Regular,15.15,0.012282,OUT049,2012,Medium,Tier 1,Supermarket Type1,132.53,4.2
FDK41,Frozen Foods,Low Fat,14.3,0.127542,OUT046,2016,Small,Tier 1,Supermarket Type1,84.92,4.2
FDN09,Snack Foods,Low Fat,14.15,0.058373,OUT010,2011,Small,Tier 3,Grocery Store,243.98,4.2
FDK24,Baking Goods,Low Fat,9.2,0.0,OUT018,2022,Medium,Tier 3,Supermarket Type2,43.67,4.2
FDW31,Fruits and Vegetables,Regular,11.35,0.043334,OUT018,2022,Medium,Tier 3,Supermarket Type2,201.07,4.2
FDL48,Baking Goods,Regular,19.35,0.082198,OUT013,2014,High,Tier 3,Supermarket Type1,49.2,4.2
FDB38,Canned,Regular,12.15,0.0,OUT019,2018,Small,Tier 1,Grocery Store,160.69,4.2
FDW44,Fruits and Vegetables,Regular,9.5,0.035206,OUT049,2012,Medium,Tier 1,Supermarket Type1,171.34,4.2
FDE22,Snack Foods,Low Fat,13.15,0.051778,OUT019,2018,Small,Tier 1,Grocery Store,157.89,4.2
NCU41,Health and Hygiene,Low Fat,18.85,0.052055,OUT046,2016,Small,Tier 1,Supermarket Type1,189.18,4.2
FDL46,Snack Foods,Low Fat,13.15,0.053795,OUT027,2018,Medium,Tier 3,Supermarket Type3,117.75,4.2
FDB21,Fruits and Vegetables,Low Fat,7.48,0.148493,OUT035,2017,Small,Tier 2,Supermarket Type1,240.69,4.2
NCJ42,Household,Low Fat,19.75,0.014301,OUT046,2016,Small,Tier 1,Supermarket Type1,103.03,4.2
FDJ08,Fruits and Vegetables,Low Fat,11.1,0.111298,OUT017,2020,Medium,Tier 2,Supermarket Type1,191.78,4.2
FDB16,Dairy,Low Fat,8.21,0.044996,OUT049,2012,Medium,Tier 1,Supermarket Type1,89.22,4.2
FDJ55,Meat,Regular,12.8,0.023568,OUT049,2012,Medium,Tier 1,Supermarket Type1,226.84,4.2
NCZ06,Household,Low Fat,13.15,0.164865,OUT019,2018,Small,Tier 1,Grocery Store,255.27,4.2
FDM14,Canned,Low Fat,13.8,0.013264,OUT046,2016,Small,Tier 1,Supermarket Type1,106.93,4.2
FDA23,Baking Goods,Low Fat,9.8,0.047187,OUT046,2016,Small,Tier 1,Supermarket Type1,100.6,4.2
FDW49,Canned,Low Fat,19.5,0.082552,OUT046,2016,Small,Tier 1,Supermarket Type1,179.8,4.2
DRK23,Hard Drinks,Low Fat,8.4,0.072089,OUT049,2012,Medium,Tier 1,Supermarket Type1,253.7,4.2
FDV56,Fruits and Vegetables,Regular,13.1,0.01353,OUT027,2018,Medium,Tier 3,Supermarket Type3,106.26,4.2
DRK39,Dairy,Low Fat,7.02,0.049824,OUT013,2014,High,Tier 3,Supermarket Type1,82.22,4.2
FDM52,Frozen Foods,Low Fat,15.1,0.026046,OUT045,2015,Medium,Tier 2,Supermarket Type1,147.21,4.2
FDH58,Snack Foods,Low Fat,12.3,0.037015,OUT045,2015,Medium,Tier 2,Supermarket Type1,115.18,4.2
FDL24,Baking Goods,Regular,11.65,0.024776,OUT027,2018,Medium,Tier 3,Supermarket Type3,172.34,4.2
FDF46,Snack Foods,Low Fat,7.07,0.093653,OUT035,2017,Small,Tier 2,Supermarket Type1,113.38,4.2
NCO54,Household,Low Fat,19.5,0.014303,OUT045,2015,Medium,Tier 2,Supermarket Type1,57.26,4.2
NCR17,Health and Hygiene,Low Fat,9.8,0.024483,OUT018,2022,Medium,Tier 3,Supermarket Type2,116.25,4.2
FDU44,Fruits and Vegetables,Regular,13.1,0.058143,OUT027,2018,Medium,Tier 3,Supermarket Type3,162.16,4.2
FDJ03,Dairy,Regular,12.35,0.072335,OUT013,2014,High,Tier 3,Supermarket Type1,49.17,4.2
FDZ08,Fruits and Vegetables,Regular,13.1,0.10946,OUT027,2018,Medium,Tier 3,Supermarket Type3,84.16,4.2
NCK42,Household,Low Fat,7.48,0.01312,OUT046,2016,Small,Tier 1,Supermarket Type1,217.62,4.2
DRK12,Soft Drinks,Low Fat,9.5,0.0,OUT010,2011,Medium,Tier 3,Grocery Store,32.89,4.2
NCR30,Household,Low Fat,20.6,0.071282,OUT018,2022,Medium,Tier 3,Supermarket Type2,74.47,4.2
NCZ41,Health and Hygiene,Low Fat,19.85,0.064368,OUT013,2014,High,Tier 3,Supermarket Type1,126.17,4.2
FDN52,Frozen Foods,Regular,12.85,0.130933,OUT027,2018,Medium,Tier 3,Supermarket Type3,86.92,4.2
FDA43,Fruits and Vegetables,Low Fat,10.9,0.064622,OUT013,2014,High,Tier 3,Supermarket Type1,196.68,4.2
NCO18,Household,Low Fat,13.15,0.024701,OUT045,2015,Medium,Tier 2,Supermarket Type1,176.87,4.2
FDZ33,Snack Foods,Low Fat,10.2,0.107377,OUT035,2017,Small,Tier 2,Supermarket Type1,147.61,4.2
NCY05,Health and Hygiene,Low Fat,13.5,0.05499,OUT046,2016,Small,Tier 1,Supermarket Type1,35.29,4.2
FDO34,Snack Foods,Low Fat,17.7,0.050112,OUT010,2011,Medium,Tier 3,Grocery Store,165.98,4.2
FDX20,Fruits and Vegetables,Low Fat,7.36,0.042626,OUT049,2012,Medium,Tier 1,Supermarket Type1,227.07,4.2
NCD19,Household,Low Fat,8.93,0.0,OUT049,2012,Medium,Tier 1,Supermarket Type1,53.26,4.2
FDZ12,Baking Goods,Low Fat,9.17,0.103139,OUT049,2012,Medium,Tier 1,Supermarket Type1,141.75,4.2
FDA23,Baking Goods,Low Fat,9.8,0.04726,OUT049,2012,Medium,Tier 1,Supermarket Type1,102.8,4.2
FDO12,Baking Goods,Low Fat,15.75,0.055016,OUT049,2012,Medium,Tier 1,Supermarket Type1,194.35,4.2
FDH24,Baking Goods,Low Fat,20.7,0.021464,OUT049,2012,Medium,Tier 1,Supermarket Type1,156.63,4.2
FDW47,Breads,Low Fat,15.0,0.046447,OUT049,2012,Medium,Tier 1,Supermarket Type1,121.54,4.2
FDW25,Canned,Low Fat,5.18,0.037457,OUT049,2012,Medium,Tier 1,Supermarket Type1,83.42,4.2
FDC38,Canned,Low Fat,15.7,0.122684,OUT049,2012,Medium,Tier 1,Supermarket Type1,132.29,4.2
FDB15,Dairy,Low Fat,10.9,0.137023,OUT049,2012,Medium,Tier 1,Supermarket Type1,263.76,4.2
DRC27,Dairy,Low Fat,13.8,0.058193,OUT049,2012,Medium,Tier 1,Supermarket Type1,246.98,4.2
FDS50,Dairy,Low Fat,17.0,0.05552,OUT049,2012,Medium,Tier 1,Supermarket Type1,219.81,4.2
DRH51,Dairy,Low Fat,17.6,0.097368,OUT049,2012,Medium,Tier 1,Supermarket Type1,89.39,4.2
FDB05,Frozen Foods,Low Fat,5.16,0.083328,OUT049,2012,Medium,Tier 1,Supermarket Type1,247.28,4.2
FDO16,Frozen Foods,Low Fat,5.48,0.015132,OUT049,2012,Medium,Tier 1,Supermarket Type1,83.02,4.2
FDZ04,Frozen Foods,Low Fat,9.31,0.038014,OUT049,2012,Medium,Tier 1,Supermarket Type1,62.35,4.2
FDH16,Frozen Foods,Low Fat,10.5,0.052637,OUT049,2012,Medium,Tier 1,Supermarket Type1,88.58,4.2
FDL16,Frozen Foods,Low Fat,12.85,0.168715,OUT049,2012,Medium,Tier 1,Supermarket Type1,47.31,4.2
FDD08,Fruits and Vegetables,Low Fat,8.3,0.035409,OUT049,2012,Medium,Tier 1,Supermarket Type1,36.25,4.2
FDN31,Fruits and Vegetables,Low Fat,11.5,0.072995,OUT049,2012,Medium,Tier 1,Supermarket Type1,189.25,4.2
FDV43,Fruits and Vegetables,Low Fat,16.0,0.076975,OUT049,2012,Medium,Tier 1,Supermarket Type1,46.21,4.2
FDI32,Fruits and Vegetables,Low Fat,17.7,0.174645,OUT049,2012,Medium,Tier 1,Supermarket Type1,113.28,4.2
FDE08,Fruits and Vegetables,Low Fat,18.2,0.049396,OUT049,2012,Medium,Tier 1,Supermarket Type1,146.47,4.2
DRK11,Hard Drinks,Low Fat,8.21,0.010781,OUT049,2012,Medium,Tier 1,Supermarket Type1,149.94,4.2
DRP47,Hard Drinks,Low Fat,15.75,0.140822,OUT049,2012,Medium,Tier 1,Supermarket Type1,252.94,4.2
NCM53,Health and Hygiene,Low Fat,18.75,0.052122,OUT049,2012,Medium,Tier 1,Supermarket Type1,104.83,4.2
NCV54,Household,Low Fat,11.1,0.03316,OUT049,2012,Medium,Tier 1,Supermarket Type1,119.61,4.2
NCG42,Household,Low Fat,19.2,0.041292,OUT049,2012,Medium,Tier 1,Supermarket Type1,130.13,4.2
FDV03,Meat,Low Fat,17.6,0.058182,OUT049,2012,Medium,Tier 1,Supermarket Type1,154.43,4.2
FDL15,Meat,Low Fat,17.85,0.046707,OUT049,2012,Medium,Tier 1,Supermarket Type1,152.67,4.2
FDL10,Snack Foods,Low Fat,8.4,0.039554,OUT049,2012,Medium,Tier 1,Supermarket Type1,99.1,4.2
FDX09,Snack Foods,Low Fat,9.0,0.065351,OUT049,2012,Medium,Tier 1,Supermarket Type1,175.44,4.2
FDI46,Snack Foods,Low Fat,9.5,0.074461,OUT049,2012,Medium,Tier 1,Supermarket Type1,253.67,4.2
FDZ33,Snack Foods,Low Fat,10.2,0.107564,OUT049,2012,Medium,Tier 1,Supermarket Type1,149.01,4.2
FDQ22,Snack Foods,Low Fat,16.75,0.029786,OUT049,2012,Medium,Tier 1,Supermarket Type1,38.98,4.2
FDV45,Snack Foods,Low Fat,16.75,0.045117,OUT049,2012,Medium,Tier 1,Supermarket Type1,187.96,4.2
FDU34,Snack Foods,Low Fat,18.25,0.075312,OUT049,2012,Medium,Tier 1,Supermarket Type1,122.6,4.2
FDY46,Snack Foods,Low Fat,18.6,0.047964,OUT049,2012,Medium,Tier 1,Supermarket Type1,185.09,4.2
FDP10,Snack Foods,Low Fat,19.0,0.128289,OUT049,2012,Medium,Tier 1,Supermarket Type1,104.96,4.2
FDR21,Snack Foods,Low Fat,19.7,0.06704,OUT049,2012,Medium,Tier 1,Supermarket Type1,178.34,4.2
DRK49,Soft Drinks,Low Fat,14.15,0.036,OUT049,2012,Medium,Tier 1,Supermarket Type1,41.51,4.2
DRE25,Soft Drinks,Low Fat,15.35,0.073397,OUT049,2012,Medium,Tier 1,Supermarket Type1,91.91,4.2
FDB49,Baking Goods,Regular,8.3,0.030198,OUT049,2012,Medium,Tier 1,Supermarket Type1,98.24,4.2
FDV11,Breads,Regular,9.1,0.081795,OUT049,2012,Medium,Tier 1,Supermarket Type1,173.61,4.2
FDR59,Breads,Regular,14.5,0.063963,OUT049,2012,Medium,Tier 1,Supermarket Type1,263.16,4.2
FDV13,Canned,Regular,17.35,0.027654,OUT049,2012,Medium,Tier 1,Supermarket Type1,88.09,4.2
FDU26,Dairy,Regular,16.7,0.042685,OUT049,2012,Medium,Tier 1,Supermarket Type1,120.78,4.2
FDA03,Dairy,Regular,18.5,0.045534,OUT049,2012,Medium,Tier 1,Supermarket Type1,146.31,4.2
FDN28,Frozen Foods,Regular,5.88,0.030295,OUT049,2012,Medium,Tier 1,Supermarket Type1,104.1,4.2
FDI53,Frozen Foods,Regular,8.9,0.137859,OUT049,2012,Medium,Tier 1,Supermarket Type1,162.12,4.2
FDR28,Frozen Foods,Regular,13.85,0.025937,OUT049,2012,Medium,Tier 1,Supermarket Type1,164.92,4.2
FDF29,Frozen Foods,Regular,15.1,0.019965,OUT049,2012,Medium,Tier 1,Supermarket Type1,130.53,4.2
FDY04,Frozen Foods,Regular,17.7,0.042542,OUT049,2012,Medium,Tier 1,Supermarket Type1,161.92,4.2
FDV19,Fruits and Vegetables,Regular,14.85,0.035312,OUT049,2012,Medium,Tier 1,Supermarket Type1,160.96,4.2
FDH20,Fruits and Vegetables,Regular,16.1,0.024988,OUT049,2012,Medium,Tier 1,Supermarket Type1,97.34,4.2
FDO19,Fruits and Vegetables,Regular,17.7,0.016622,OUT049,2012,Medium,Tier 1,Supermarket Type1,50.2,4.2
FDU20,Fruits and Vegetables,Regular,19.35,0.021491,OUT049,2012,Medium,Tier 1,Supermarket Type1,122.11,4.2
FDR20,Fruits and Vegetables,Regular,20.0,0.028167,OUT049,2012,Medium,Tier 1,Supermarket Type1,45.57,4.2
FDV20,Fruits and Vegetables,Regular,20.2,0.059894,OUT049,2012,Medium,Tier 1,Supermarket Type1,125.97,4.2
FDO27,Meat,Regular,6.18,0.179356,OUT049,2012,Medium,Tier 1,Supermarket Type1,94.18,4.2
FDX51,Meat,Regular,9.5,0.022093,OUT049,2012,Medium,Tier 1,Supermarket Type1,195.95,4.2
FDR27,Meat,Regular,15.1,0.09625,OUT049,2012,Medium,Tier 1,Supermarket Type1,134.49,4.2
FDU33,Snack Foods,Regular,7.63,0.134919,OUT049,2012,Medium,Tier 1,Supermarket Type1,46.94,4.2
FDC10,Snack Foods,Regular,9.8,0.072991,OUT049,2012,Medium,Tier 1,Supermarket Type1,121.61,4.2
FDF11,Starchy Foods,Regular,10.2,0.017659,OUT049,2012,Medium,Tier 1,Supermarket Type1,240.15,4.2
FDE11,Starchy Foods,Regular,17.7,0.135306,OUT049,2012,Medium,Tier 1,Supermarket Type1,183.79,4.2
FDO24,Baking Goods,Low Fat,11.1,0.0,OUT049,2012,Medium,Tier 1,Supermarket Type1,156.46,4.2
NCD54,Household,Low Fat,21.1,0.029054,OUT049,2012,Medium,Tier 1,Supermarket Type1,144.68,4.2
